  0     0.000000     0.000000    -4.379303   0
  1     1.676152     0.222316     0.567509   1
  2     3.380767     0.072605     0.180827   2
  3     5.074038     0.798195    -0.000720   3
  4     6.787260     0.709554     0.012402   4
  5     8.507840    -0.455929     0.060307   5
